net.neoforged.api.distmarker.Dist net.minecraftforge.api.distmarker.Dist
net.neoforged.neoforge.common.world.ForcedChunkManager$LoadingValidationCallback net.minecraftforge.common.world.ForgeChunkManager$LoadingValidationCallback
net.neoforged.neoforge.common.world.ForcedChunkManager$TicketHelper net.minecraftforge.common.world.ForgeChunkManager$TicketHelper
net.neoforged.neoforge.common.world.ForcedChunkManager$TicketOwner net.minecraftforge.common.world.ForgeChunkManager$TicketOwner
net.neoforged.neoforge.common.world.ForcedChunkManager$TicketTracker net.minecraftforge.common.world.ForgeChunkManager$TicketTracker
net.neoforged.neoforge.common.world.ForcedChunkManager net.minecraftforge.common.world.ForgeChunkManager
net.neoforged.neoforge.common.world.MobSpawnSettingsBuilder net.minecraftforge.common.world.MobSpawnSettingsBuilder
net.neoforged.neoforge.common.world.ModifiableBiomeInfo$BiomeInfo$Builder net.minecraftforge.common.world.ModifiableBiomeInfo$BiomeInfo$Builder
net.neoforged.neoforge.common.world.ModifiableBiomeInfo$BiomeInfo net.minecraftforge.common.world.ModifiableBiomeInfo$BiomeInfo
net.neoforged.neoforge.common.world.ModifiableBiomeInfo net.minecraftforge.common.world.ModifiableBiomeInfo
net.neoforged.neoforge.common.world.ModifiableStructureInfo$StructureInfo$Builder net.minecraftforge.common.world.ModifiableStructureInfo$StructureInfo$Builder
net.neoforged.neoforge.common.world.ModifiableStructureInfo$StructureInfo net.minecraftforge.common.world.ModifiableStructureInfo$StructureInfo
net.neoforged.neoforge.common.world.ModifiableStructureInfo net.minecraftforge.common.world.ModifiableStructureInfo
net.neoforged.neoforge.common.world.NoneBiomeModifier net.minecraftforge.common.world.NoneBiomeModifier
net.neoforged.neoforge.common.world.NoneStructureModifier net.minecraftforge.common.world.NoneStructureModifier
net.neoforged.neoforge.common.world.PieceBeardifierModifier net.minecraftforge.common.world.PieceBeardifierModifier
net.neoforged.neoforge.common.world.StructureModifier$Phase net.minecraftforge.common.world.StructureModifier$Phase
net.neoforged.neoforge.common.world.StructureModifier net.minecraftforge.common.world.StructureModifier
net.neoforged.neoforge.common.world.StructureSettingsBuilder$StructureSpawnOverrideBuilder net.minecraftforge.common.world.StructureSettingsBuilder$StructureSpawnOverrideBuilder
net.neoforged.neoforge.common.world.StructureSettingsBuilder net.minecraftforge.common.world.StructureSettingsBuilder
net.neoforged.neoforge.data.event.GatherDataEvent$DataGeneratorConfig net.minecraftforge.data.event.GatherDataEvent$DataGeneratorConfig
net.neoforged.neoforge.data.event.GatherDataEvent net.minecraftforge.data.event.GatherDataEvent
net.neoforged.neoforge.data.loading.DatagenModLoader net.minecraftforge.data.loading.DatagenModLoader
net.neoforged.neoforge.energy.EmptyEnergyStorage net.minecraftforge.energy.EmptyEnergyStorage
net.neoforged.neoforge.energy.EnergyStorage net.minecraftforge.energy.EnergyStorage
net.neoforged.neoforge.energy.IEnergyStorage net.minecraftforge.energy.IEnergyStorage
net.neoforged.neoforge.entity.IEntityAdditionalSpawnData net.minecraftforge.entity.IEntityAdditionalSpawnData
net.neoforged.neoforge.entity.PartEntity net.minecraftforge.entity.PartEntity
net.neoforged.neoforge.event.AddPackFindersEvent net.minecraftforge.event.AddPackFindersEvent
net.neoforged.neoforge.event.AddReloadListenerEvent$WrappedStateAwareListener net.minecraftforge.event.AddReloadListenerEvent$WrappedStateAwareListener
net.neoforged.neoforge.event.AddReloadListenerEvent net.minecraftforge.event.AddReloadListenerEvent
net.neoforged.neoforge.event.AnvilUpdateEvent net.minecraftforge.event.AnvilUpdateEvent
net.neoforged.neoforge.event.AttachCapabilitiesEvent net.minecraftforge.event.AttachCapabilitiesEvent
net.neoforged.neoforge.event.BuildCreativeModeTabContentsEvent net.minecraftforge.event.BuildCreativeModeTabContentsEvent
net.neoforged.neoforge.event.CommandEvent net.minecraftforge.event.CommandEvent
net.neoforged.neoforge.event.DifficultyChangeEvent net.minecraftforge.event.DifficultyChangeEvent
net.neoforged.neoforge.event.EventHooks net.minecraftforge.event.ForgeEventFactory
net.neoforged.neoforge.event.GameShuttingDownEvent net.minecraftforge.event.GameShuttingDownEvent
net.neoforged.neoforge.event.GrindstoneEvent$OnPlaceItem net.minecraftforge.event.GrindstoneEvent$OnPlaceItem
net.neoforged.neoforge.event.GrindstoneEvent$OnTakeItem net.minecraftforge.event.GrindstoneEvent$OnTakeItem
net.neoforged.neoforge.event.GrindstoneEvent net.minecraftforge.event.GrindstoneEvent
net.neoforged.neoforge.event.ItemAttributeModifierEvent net.minecraftforge.event.ItemAttributeModifierEvent
net.neoforged.neoforge.event.ItemStackedOnOtherEvent net.minecraftforge.event.ItemStackedOnOtherEvent
net.neoforged.neoforge.event.LootTableLoadEvent net.minecraftforge.event.LootTableLoadEvent
net.neoforged.neoforge.event.ModMismatchEvent$MismatchResolutionResult net.minecraftforge.event.ModMismatchEvent$MismatchResolutionResult
net.neoforged.neoforge.event.ModMismatchEvent$MismatchedVersionInfo net.minecraftforge.event.ModMismatchEvent$MismatchedVersionInfo
net.neoforged.neoforge.event.ModMismatchEvent net.minecraftforge.event.ModMismatchEvent
net.neoforged.neoforge.event.OnDatapackSyncEvent net.minecraftforge.event.OnDatapackSyncEvent
net.neoforged.neoforge.event.PlayLevelSoundEvent$AtEntity net.minecraftforge.event.PlayLevelSoundEvent$AtEntity
net.neoforged.neoforge.event.PlayLevelSoundEvent$AtPosition net.minecraftforge.event.PlayLevelSoundEvent$AtPosition
net.neoforged.neoforge.event.PlayLevelSoundEvent net.minecraftforge.event.PlayLevelSoundEvent
net.neoforged.neoforge.event.RegisterCommandsEvent net.minecraftforge.event.RegisterCommandsEvent
net.neoforged.neoforge.event.RegisterGameTestsEvent net.minecraftforge.event.RegisterGameTestsEvent
net.neoforged.neoforge.event.RegisterStructureConversionsEvent net.minecraftforge.event.RegisterStructureConversionsEvent
net.neoforged.neoforge.event.ServerChatEvent net.minecraftforge.event.ServerChatEvent
net.neoforged.neoforge.event.TagsUpdatedEvent$UpdateCause net.minecraftforge.event.TagsUpdatedEvent$UpdateCause
net.neoforged.neoforge.event.TagsUpdatedEvent net.minecraftforge.event.TagsUpdatedEvent
net.neoforged.neoforge.event.TickEvent$ClientTickEvent net.minecraftforge.event.TickEvent$ClientTickEvent
net.neoforged.neoforge.event.TickEvent$LevelTickEvent net.minecraftforge.event.TickEvent$LevelTickEvent
net.neoforged.neoforge.event.TickEvent$Phase net.minecraftforge.event.TickEvent$Phase
net.neoforged.neoforge.event.TickEvent$PlayerTickEvent net.minecraftforge.event.TickEvent$PlayerTickEvent
net.neoforged.neoforge.event.TickEvent$RenderTickEvent net.minecraftforge.event.TickEvent$RenderTickEvent
net.neoforged.neoforge.event.TickEvent$ServerTickEvent net.minecraftforge.event.TickEvent$ServerTickEvent
net.neoforged.neoforge.event.TickEvent$Type net.minecraftforge.event.TickEvent$Type
net.neoforged.neoforge.event.TickEvent net.minecraftforge.event.TickEvent
net.neoforged.neoforge.event.VanillaGameEvent net.minecraftforge.event.VanillaGameEvent
net.neoforged.neoforge.event.brewing.PlayerBrewedPotionEvent net.minecraftforge.event.brewing.PlayerBrewedPotionEvent
net.neoforged.neoforge.event.brewing.PotionBrewEvent$Post net.minecraftforge.event.brewing.PotionBrewEvent$Post
net.neoforged.neoforge.event.brewing.PotionBrewEvent$Pre net.minecraftforge.event.brewing.PotionBrewEvent$Pre
net.neoforged.neoforge.event.brewing.PotionBrewEvent net.minecraftforge.event.brewing.PotionBrewEvent
net.neoforged.neoforge.event.enchanting.EnchantmentLevelSetEvent net.minecraftforge.event.enchanting.EnchantmentLevelSetEvent
net.neoforged.neoforge.event.entity.EntityAttributeCreationEvent net.minecraftforge.event.entity.EntityAttributeCreationEvent
net.neoforged.neoforge.event.entity.EntityAttributeModificationEvent net.minecraftforge.event.entity.EntityAttributeModificationEvent
net.neoforged.neoforge.event.entity.EntityEvent$EnteringSection net.minecraftforge.event.entity.EntityEvent$EnteringSection
net.neoforged.neoforge.event.entity.EntityEvent$EntityConstructing net.minecraftforge.event.entity.EntityEvent$EntityConstructing
net.neoforged.neoforge.event.entity.EntityEvent$Size net.minecraftforge.event.entity.EntityEvent$Size
net.neoforged.neoforge.event.entity.EntityEvent net.minecraftforge.event.entity.EntityEvent
net.neoforged.neoforge.event.entity.EntityJoinLevelEvent net.minecraftforge.event.entity.EntityJoinLevelEvent
net.neoforged.neoforge.event.entity.EntityLeaveLevelEvent net.minecraftforge.event.entity.EntityLeaveLevelEvent
net.neoforged.neoforge.event.entity.EntityMobGriefingEvent net.minecraftforge.event.entity.EntityMobGriefingEvent
net.neoforged.neoforge.event.entity.EntityMountEvent net.minecraftforge.event.entity.EntityMountEvent
net.neoforged.neoforge.event.entity.EntityStruckByLightningEvent net.minecraftforge.event.entity.EntityStruckByLightningEvent
net.neoforged.neoforge.event.entity.EntityTeleportEvent$ChorusFruit net.minecraftforge.event.entity.EntityTeleportEvent$ChorusFruit
net.neoforged.neoforge.event.entity.EntityTeleportEvent$EnderEntity net.minecraftforge.event.entity.EntityTeleportEvent$EnderEntity
net.neoforged.neoforge.event.entity.EntityTeleportEvent$EnderPearl net.minecraftforge.event.entity.EntityTeleportEvent$EnderPearl
net.neoforged.neoforge.event.entity.EntityTeleportEvent$SpreadPlayersCommand net.minecraftforge.event.entity.EntityTeleportEvent$SpreadPlayersCommand
net.neoforged.neoforge.event.entity.EntityTeleportEvent$TeleportCommand net.minecraftforge.event.entity.EntityTeleportEvent$TeleportCommand
net.neoforged.neoforge.event.entity.EntityTeleportEvent net.minecraftforge.event.entity.EntityTeleportEvent
net.neoforged.neoforge.event.entity.EntityTravelToDimensionEvent net.minecraftforge.event.entity.EntityTravelToDimensionEvent
net.neoforged.neoforge.event.entity.ProjectileImpactEvent net.minecraftforge.event.entity.ProjectileImpactEvent
net.neoforged.neoforge.event.entity.SpawnPlacementRegisterEvent$MergedSpawnPredicate net.minecraftforge.event.entity.SpawnPlacementRegisterEvent$MergedSpawnPredicate
net.neoforged.neoforge.event.entity.SpawnPlacementRegisterEvent$Operation net.minecraftforge.event.entity.SpawnPlacementRegisterEvent$Operation
net.neoforged.neoforge.event.entity.SpawnPlacementRegisterEvent net.minecraftforge.event.entity.SpawnPlacementRegisterEvent
net.neoforged.neoforge.event.entity.item.ItemEvent net.minecraftforge.event.entity.item.ItemEvent
net.neoforged.neoforge.event.entity.item.ItemExpireEvent net.minecraftforge.event.entity.item.ItemExpireEvent
net.neoforged.neoforge.event.entity.item.ItemTossEvent net.minecraftforge.event.entity.item.ItemTossEvent
net.neoforged.neoforge.event.entity.living.AnimalTameEvent net.minecraftforge.event.entity.living.AnimalTameEvent
net.neoforged.neoforge.event.entity.living.BabyEntitySpawnEvent net.minecraftforge.event.entity.living.BabyEntitySpawnEvent
net.neoforged.neoforge.event.entity.living.EnderManAngerEvent net.minecraftforge.event.entity.living.EnderManAngerEvent
net.neoforged.neoforge.event.entity.living.LivingAttackEvent net.minecraftforge.event.entity.living.LivingAttackEvent
net.neoforged.neoforge.event.entity.living.LivingBreatheEvent net.minecraftforge.event.entity.living.LivingBreatheEvent
net.neoforged.neoforge.event.entity.living.LivingChangeTargetEvent$ILivingTargetType net.minecraftforge.event.entity.living.LivingChangeTargetEvent$ILivingTargetType
net.neoforged.neoforge.event.entity.living.LivingChangeTargetEvent$LivingTargetType net.minecraftforge.event.entity.living.LivingChangeTargetEvent$LivingTargetType
net.neoforged.neoforge.event.entity.living.LivingChangeTargetEvent net.minecraftforge.event.entity.living.LivingChangeTargetEvent
net.neoforged.neoforge.event.entity.living.LivingConversionEvent$Post net.minecraftforge.event.entity.living.LivingConversionEvent$Post
net.neoforged.neoforge.event.entity.living.LivingConversionEvent$Pre net.minecraftforge.event.entity.living.LivingConversionEvent$Pre
net.neoforged.neoforge.event.entity.living.LivingConversionEvent net.minecraftforge.event.entity.living.LivingConversionEvent
net.neoforged.neoforge.event.entity.living.LivingDamageEvent net.minecraftforge.event.entity.living.LivingDamageEvent
net.neoforged.neoforge.event.entity.living.LivingDeathEvent net.minecraftforge.event.entity.living.LivingDeathEvent
net.neoforged.neoforge.event.entity.living.LivingDestroyBlockEvent net.minecraftforge.event.entity.living.LivingDestroyBlockEvent
net.neoforged.neoforge.event.entity.living.LivingDropsEvent net.minecraftforge.event.entity.living.LivingDropsEvent
net.neoforged.neoforge.event.entity.living.LivingDrownEvent net.minecraftforge.event.entity.living.LivingDrownEvent
net.neoforged.neoforge.event.entity.living.LivingEntityUseItemEvent$Finish net.minecraftforge.event.entity.living.LivingEntityUseItemEvent$Finish
net.neoforged.neoforge.event.entity.living.LivingEntityUseItemEvent$Start net.minecraftforge.event.entity.living.LivingEntityUseItemEvent$Start
net.neoforged.neoforge.event.entity.living.LivingEntityUseItemEvent$Stop net.minecraftforge.event.entity.living.LivingEntityUseItemEvent$Stop
net.neoforged.neoforge.event.entity.living.LivingEntityUseItemEvent$Tick net.minecraftforge.event.entity.living.LivingEntityUseItemEvent$Tick
net.neoforged.neoforge.event.entity.living.LivingEntityUseItemEvent net.minecraftforge.event.entity.living.LivingEntityUseItemEvent
net.neoforged.neoforge.event.entity.living.LivingEquipmentChangeEvent net.minecraftforge.event.entity.living.LivingEquipmentChangeEvent
net.neoforged.neoforge.event.entity.living.LivingEvent$LivingJumpEvent net.minecraftforge.event.entity.living.LivingEvent$LivingJumpEvent
net.neoforged.neoforge.event.entity.living.LivingEvent$LivingTickEvent net.minecraftforge.event.entity.living.LivingEvent$LivingTickEvent
net.neoforged.neoforge.event.entity.living.LivingEvent$LivingVisibilityEvent net.minecraftforge.event.entity.living.LivingEvent$LivingVisibilityEvent
net.neoforged.neoforge.event.entity.living.LivingEvent net.minecraftforge.event.entity.living.LivingEvent
net.neoforged.neoforge.event.entity.living.LivingExperienceDropEvent net.minecraftforge.event.entity.living.LivingExperienceDropEvent
net.neoforged.neoforge.event.entity.living.LivingFallEvent net.minecraftforge.event.entity.living.LivingFallEvent
net.neoforged.neoforge.event.entity.living.LivingGetProjectileEvent net.minecraftforge.event.entity.living.LivingGetProjectileEvent
net.neoforged.neoforge.event.entity.living.LivingHealEvent net.minecraftforge.event.entity.living.LivingHealEvent
net.neoforged.neoforge.event.entity.living.LivingHurtEvent net.minecraftforge.event.entity.living.LivingHurtEvent
net.neoforged.neoforge.event.entity.living.LivingKnockBackEvent net.minecraftforge.event.entity.living.LivingKnockBackEvent
net.neoforged.neoforge.event.entity.living.LivingPackSizeEvent net.minecraftforge.event.entity.living.LivingPackSizeEvent
net.neoforged.neoforge.event.entity.living.LivingSwapItemsEvent$Hands net.minecraftforge.event.entity.living.LivingSwapItemsEvent$Hands
net.neoforged.neoforge.event.entity.living.LivingSwapItemsEvent net.minecraftforge.event.entity.living.LivingSwapItemsEvent
net.neoforged.neoforge.event.entity.living.LivingUseTotemEvent net.minecraftforge.event.entity.living.LivingUseTotemEvent
